Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Journey_Date,Journey_Day,Journey_Month,Journey_Weekday,Duration_min,Total_Stops_num,Dep_Hour,Arr_Hour
IndiGo,15/05/2019,Kolkata,Banglore,CCU → PAT → BLR,09:20,14:15,4h 55m,1 stop,No info,11319,2019-05-15,15,5,2,295,1,9,14
IndiGo,9/03/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,3838,2019-03-09,9,3,5,85,0,21,22
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,09:20 13 May,16h 50m,1 stop,No info,14388,2019-05-12,12,5,6,1010,1,16,9
Jet Airways,15/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35 16 Jun,27h,2 stops,In-flight meal not included,10824,2019-06-15,15,6,5,1620,2,9,12
Jet Airways,6/04/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,5177,2019-04-06,6,4,5,360,1,13,19
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No info,14714,2019-06-27,27,6,3,450,1,11,19
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,No info,13626,2019-06-12,12,6,2,685,1,8,19
Air India,24/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 25 Jun,24h 50m,2 stops,No info,13381,2019-06-24,24,6,0,1490,2,6,7
Air India,9/03/2019,Delhi,Cochin,DEL → LKO → BOM → COK,18:30,19:15 10 Mar,24h 45m,2 stops,No info,18211,2019-03-09,9,3,5,1485,2,18,19
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,21:20,8h 5m,2 stops,No info,6653,2019-03-21,21,3,3,485,2,13,21
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,No info,14781,2019-05-12,12,5,6,570,1,14,23
Air India,6/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,01:20 07 May,15h 55m,2 stops,No info,11458,2019-05-06,6,5,0,955,2,9,1
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13h 20m,1 stop,In-flight meal not included,10844,2019-06-09,9,6,6,800,1,6,19
IndiGo,24/05/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,3342,2019-05-24,24,5,4,90,0,2,4
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,12:35 25 Jun,18h 20m,1 stop,In-flight meal not included,10262,2019-06-24,24,6,0,1100,1,18,12
IndiGo,24/06/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 25 Jun,2h 20m,non-stop,No info,5277,2019-06-24,24,6,0,140,0,22,0
Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,4441,2019-03-24,24,3,6,165,0,6,8
SpiceJet,3/05/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3543,2019-05-03,3,5,4,135,0,8,10
Air India,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,06:45,12:15,5h 30m,1 stop,No info,13912,2019-03-06,6,3,2,330,1,6,12
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,06:40,19:00,12h 20m,1 stop,No info,9315,2019-05-27,27,5,0,740,1,6,19
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 02 Jun,5h 35m,1 stop,In-flight meal not included,10262,2019-06-01,1,6,5,335,1,22,4
Air India,27/06/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 28 Jun,26h,2 stops,No info,12199,2019-06-27,27,6,3,1560,2,17,19
IndiGo,27/05/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 28 May,2h 20m,non-stop,No info,5277,2019-05-27,27,5,0,140,0,22,0
Air India,12/06/2019,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10,04:40 13 Jun,19h 30m,2 stops,No info,6117,2019-06-12,12,6,2,1170,2,9,4
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,5734,2019-03-24,24,3,6,170,0,10,13
Air Asia,6/03/2019,Delhi,Cochin,DEL → BLR → COK,20:10,07:10 07 Mar,11h,1 stop,No info,8627,2019-03-06,6,3,2,660,1,20,7
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,01:30 16 Jun,13h 50m,1 stop,No info,6795,2019-06-15,15,6,5,830,1,11,1
IndiGo,21/05/2019,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,non-stop,No info,5601,2019-05-21,21,5,1,195,0,14,17
Jet Airways,21/04/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229,2019-04-21,21,4,6,180,0,17,20
IndiGo,9/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 10 May,10h 30m,1 stop,No info,8330,2019-05-09,9,5,3,630,1,15,1
IndiGo,3/05/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823,2019-05-03,3,5,4,170,0,8,11
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,22:35 25 Mar,26h 50m,1 stop,No info,13759,2019-03-24,24,3,6,1610,1,19,22
Air India,12/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,07:40 13 Jun,26h 40m,2 stops,No info,10231,2019-06-12,12,6,2,1600,2,5,7
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 28 May,23h 45m,1 stop,In-flight meal not included,12898,2019-05-27,27,5,0,1425,1,19,19
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,10:25,4h 40m,1 stop,No info,19225,2019-03-06,6,3,2,280,1,5,10
Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4995,2019-05-27,27,5,0,85,0,7,8
IndiGo,12/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5h 20m,1 stop,No info,5298,2019-06-12,12,6,2,320,1,6,12
Jet Airways,21/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,10:20,18:50 22 Mar,32h 30m,2 stops,In-flight meal not included,9254,2019-03-21,21,3,3,1950,2,10,18
Jet Airways,6/04/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,5177,2019-04-06,6,4,5,300,1,14,19
Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,23:25 22 May,27h 5m,1 stop,No info,9345,2019-05-21,21,5,1,1625,1,20,23
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,In-flight meal not included,10844,2019-05-06,6,5,0,475,1,8,16
Air India,3/03/2019,Delhi,Cochin,DEL → NAG → BOM → COK,05:55,07:40 04 Mar,25h 45m,2 stops,No info,15428,2019-03-03,3,3,6,1545,2,5,7
IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,7255,2019-05-21,21,5,1,300,1,16,21
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 22 May,27h 35m,1 stop,In-flight meal not included,12898,2019-05-21,21,5,1,1655,1,9,12
IndiGo,01/03/2019,Banglore,New Delhi,BLR → IDR → DEL,13:40,18:35,4h 55m,1 stop,No info,8707,2019-03-01,1,3,4,295,1,13,18
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,12:35 04 Jun,18h 20m,1 stop,In-flight meal not included,10262,2019-06-03,3,6,0,1100,1,18,12
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,10:55 07 May,14h 30m,1 stop,No info,13067,2019-05-06,6,5,0,870,1,20,10
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,19:00 07 Jun,23h 15m,1 stop,In-flight meal not included,10262,2019-06-06,6,6,3,1395,1,19,19
Air India,9/04/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4460,2019-04-09,9,4,1,155,0,20,23
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,No info,14571,2019-05-24,24,5,4,570,1,14,23
Air India,9/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 10 Jun,23h 30m,2 stops,No info,10178,2019-06-09,9,6,6,1410,2,19,19
SpiceJet,1/03/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,7718,2019-03-01,1,3,4,140,0,17,20
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,No info,16376,2019-05-21,21,5,1,620,1,2,12
Jet Airways,6/06/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678,2019-06-06,6,6,3,90,0,19,21
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8h 25m,1 stop,No info,9103,2019-05-09,9,5,3,505,1,10,19
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 07 Jun,15h 25m,1 stop,No info,14714,2019-06-06,6,6,3,925,1,13,4
SpiceJet,24/06/2019,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6h 20m,1 stop,No info,5583,2019-06-24,24,6,0,380,1,15,22
IndiGo,24/04/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823,2019-04-24,24,4,2,175,0,18,21
Jet Airways,15/04/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,4544,2019-04-15,15,4,0,185,0,18,22
Air Asia,18/05/2019,Delhi,Cochin,DEL → BLR → COK,07:55,13:25,5h 30m,1 stop,No info,8759,2019-05-18,18,5,5,330,1,7,13
Air Asia,24/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,13:25,5h 30m,1 stop,No info,6152,2019-06-24,24,6,0,330,1,7,13
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,10:25 16 Mar,22h 45m,1 stop,In-flight meal not included,11087,2019-03-18,18,3,0,1365,1,11,10
Air India,6/06/2019,Kolkata,Banglore,CCU → JAI → DEL → BLR,08:20,20:25,12h 5m,2 stops,No info,11432,2019-06-06,6,6,3,725,2,8,20
SpiceJet,27/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:45,2h 30m,non-stop,No check-in baggage included,3815,2019-03-27,27,3,2,150,0,17,19
Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:05 02 Apr,16h 5m,1 stop,No info,8662,2019-04-01,1,4,0,965,1,17,9
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,11:25 07 Mar,23h 45m,1 stop,No info,17261,2019-03-06,6,3,2,1425,1,11,11
IndiGo,9/04/2019,Kolkata,Banglore,CCU → MAA → BLR,19:35,00:10 10 Apr,4h 35m,1 stop,No info,4860,2019-04-09,9,4,1,275,1,19,0
Air India,3/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 04 Mar,26h,2 stops,No info,13442,2019-03-03,3,3,6,1560,2,17,19
Vistara,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,15:40,22:55,7h 15m,1 stop,No info,12395,2019-03-06,6,3,2,435,1,15,22
Air India,15/05/2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35 16 May,24h,1 stop,No info,6528,2019-05-15,15,5,2,1440,1,14,14
IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16h 5m,1 stop,No info,6314,2019-06-01,1,6,5,965,1,4,21
IndiGo,9/04/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 10 Apr,14h 5m,1 stop,No info,6270,2019-04-09,9,4,1,845,1,11,1
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,19:00 07 Jun,23h 15m,1 stop,No info,14714,2019-06-06,6,6,3,1395,1,19,19
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,19:15,10h,1 stop,No info,9359,2019-06-15,15,6,5,600,1,9,19
Air India,9/04/2019,Delhi,Cochin,DEL → COK,14:05,17:55,3h 50m,non-stop,No info,6724,2019-04-09,9,4,1,230,0,14,17
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 25 Jun,20h 10m,1 stop,In-flight meal not included,10262,2019-06-24,24,6,0,1210,1,22,19
Vistara,21/05/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,4668,2019-05-21,21,5,1,160,0,7,9
IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,11:55,21:20,9h 25m,2 stops,No info,6610,2019-03-06,6,3,2,565,2,11,21
SpiceJet,15/05/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,3597,2019-05-15,15,5,2,135,0,8,10
IndiGo,9/03/2019,Kolkata,Banglore,CCU → BLR,10:10,12:55,2h 45m,non-stop,No info,4462,2019-03-09,9,3,5,165,0,10,12
Air India,6/03/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 07 Mar,27h 20m,1 stop,No info,12677,2019-03-06,6,3,2,1640,1,6,9
Multiple carriers,1/03/2019,Delhi,Cochin,DEL → BOM → COK,00:20,15:30,15h 10m,1 stop,No info,23170,2019-03-01,1,3,4,910,1,0,15
IndiGo,6/06/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804,2019-06-06,6,6,3,155,0,4,7
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,12:50,01:30 28 May,12h 40m,1 stop,No info,6795,2019-05-27,27,5,0,760,1,12,1
Air India,18/05/2019,Kolkata,Banglore,CCU → BBI → BLR,12:00,13:15 19 May,25h 15m,1 stop,No info,7662,2019-05-18,18,5,5,1515,1,12,13
Air India,6/06/2019,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,07:40 07 Jun,18h 20m,2 stops,No info,12751,2019-06-06,6,6,3,1100,2,13,7
Jet Airways,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,20:45,16:50 07 Mar,20h 5m,1 stop,No info,19595,2019-03-06,6,3,2,1205,1,20,16
Vistara,09/03/2019,Banglore,New Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,7975,2019-03-09,9,3,5,160,0,7,9
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,No info,14781,2019-05-18,18,5,5,345,1,14,19
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,No info,14781,2019-05-09,9,5,3,740,1,8,20
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,16:20 25 Mar,26h 25m,1 stop,In-flight meal not included,10031,2019-03-24,24,3,6,1585,1,13,16
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,In-flight meal not included,10844,2019-06-09,9,6,6,345,1,14,19
Jet Airways,9/05/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,3502,2019-05-09,9,5,3,180,0,19,22
Jet Airways,1/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,04:25 02 Jun,18h 50m,2 stops,No info,13292,2019-06-01,1,6,5,1130,2,9,4
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,23:35 07 Jun,27h 10m,1 stop,No info,14151,2019-06-06,6,6,3,1630,1,20,23
SpiceJet,1/03/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1h 20m,non-stop,No info,12475,2019-03-01,1,3,4,80,0,5,7
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,12:35 04 Jun,15h 40m,1 stop,No info,14714,2019-06-03,3,6,0,940,1,20,12
Multiple carriers,24/05/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 25 May,6h 30m,1 stop,No info,8283,2019-05-24,24,5,4,390,1,19,1
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,09:30 13 Mar,12h 55m,1 stop,In-flight meal not included,11087,2019-03-12,12,3,1,775,1,20,9
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,In-flight meal not included,10844,2019-05-21,21,5,1,345,1,14,19
IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 25 Jun,6h 55m,1 stop,No info,5883,2019-06-24,24,6,0,415,1,18,1
Air India,15/03/2019,Banglore,New Delhi,BLR → CCU → BBI → DEL,05:50,16:20,10h 30m,2 stops,No info,7664,2019-03-15,15,3,4,630,2,5,16
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 28 May,20h 25m,1 stop,In-flight meal not included,12898,2019-05-27,27,5,0,1225,1,8,4
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 13 Jun,20h 10m,1 stop,In-flight meal not included,10262,2019-06-12,12,6,2,1210,1,22,19
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1 stop,No info,13067,2019-05-15,15,5,2,575,1,9,19
IndiGo,18/03/2019,Kolkata,Banglore,CCU → BLR,15:10,17:45,2h 35m,non-stop,No info,4462,2019-03-18,18,3,0,155,0,15,17
Jet Airways,27/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,5678,2019-06-27,27,6,3,85,0,2,4
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,No info,14388,2019-05-21,21,5,1,330,1,6,12
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,12:35 04 Jun,16h 50m,1 stop,No info,14714,2019-06-03,3,6,0,1010,1,19,12
IndiGo,27/05/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4804,2019-05-27,27,5,0,165,0,9,12
Air India,9/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,07:40 10 May,26h 40m,2 stops,No info,11281,2019-05-09,9,5,3,1600,2,5,7
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:10 25 Mar,11h,1 stop,In-flight meal not included,11134,2019-03-24,24,3,6,660,1,21,8
Air India,12/03/2019,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,19:40,09:10 13 Mar,13h 30m,2 stops,No info,11647,2019-03-12,12,3,1,810,2,19,9
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,21:05 10 Jun,28h 5m,1 stop,In-flight meal not included,10539,2019-06-09,9,6,6,1685,1,17,21
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,12192,2019-06-01,1,6,5,660,1,8,19
Air India,24/04/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,6121,2019-04-24,24,4,2,170,0,13,16
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,04:45 25 Mar,9h,1 stop,No info,13759,2019-03-24,24,3,6,540,1,19,4
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,10:20,01:35 28 Mar,15h 15m,1 stop,No info,6427,2019-03-27,27,3,2,915,1,10,1
IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 10 Apr,2h 50m,non-stop,No info,3943,2019-04-09,9,4,1,170,0,22,1
IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 13 May,2h 50m,non-stop,No info,4284,2019-05-12,12,5,6,170,0,22,1
IndiGo,9/03/2019,Delhi,Cochin,DEL → BLR → COK,05:05,10:05,5h,1 stop,No info,8147,2019-03-09,9,3,5,300,1,5,10
Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,3502,2019-05-12,12,5,6,180,0,19,22
IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1h 30m,non-stop,No info,3342,2019-03-15,15,3,4,90,0,2,4
IndiGo,21/03/2019,Banglore,New Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,5734,2019-03-21,21,3,3,165,0,6,8
SpiceJet,6/06/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,8224,2019-06-06,6,6,3,330,1,15,21
SpiceJet,6/03/2019,Delhi,Cochin,DEL → MAA → COK,06:10,11:20,5h 10m,1 stop,No info,9748,2019-03-06,6,3,2,310,1,6,11
Jet Airways,21/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,04:25 23 Mar,33h 15m,2 stops,In-flight meal not included,8834,2019-03-21,21,3,3,1995,2,19,4
GoAir,6/05/2019,Kolkata,Banglore,CCU → AMD → BLR,16:40,00:15 07 May,7h 35m,1 stop,No info,7102,2019-05-06,6,5,0,455,1,16,0
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 16 May,12h 30m,1 stop,No info,13727,2019-05-15,15,5,2,750,1,13,1
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,09:30 16 Mar,21h 50m,1 stop,In-flight meal not included,11087,2019-03-18,18,3,0,1310,1,11,9
Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 16 Jun,18h 45m,2 stops,In-flight meal not included,10368,2019-06-15,15,6,5,1125,2,9,4
Jet Airways,1/06/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,7229,2019-06-01,1,6,5,165,0,6,8
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 16 Jun,24h 45m,1 stop,In-flight meal not included,10262,2019-06-15,15,6,5,1485,1,18,19
IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823,2019-04-15,15,4,0,170,0,20,22
IndiGo,24/05/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804,2019-05-24,24,5,4,155,0,4,7
IndiGo,6/06/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 07 Jun,5h 5m,1 stop,No info,10112,2019-06-06,6,6,3,305,1,23,4
Jet Airways,27/05/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,7229,2019-05-27,27,5,0,165,0,6,8
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,22:05 25 May,29h 5m,1 stop,No info,13067,2019-05-24,24,5,4,1745,1,17,22
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,04:25 04 Jun,14h 25m,1 stop,No info,14714,2019-06-03,3,6,0,865,1,14,4
Air India,3/06/2019,Delhi,Cochin,DEL → BLR → COK,09:45,23:00,13h 15m,1 stop,No info,8907,2019-06-03,3,6,0,795,1,9,23
Jet Airways,9/04/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,7229,2019-04-09,9,4,1,175,0,11,14
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:35 04 Mar,7h 45m,2 stops,No info,24528,2019-03-03,3,3,6,465,2,17,1
IndiGo,3/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16h 5m,1 stop,No info,6838,2019-06-03,3,6,0,965,1,4,21
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1 stop,In-flight meal not included,10406,2019-06-12,12,6,2,835,1,7,21
Vistara,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,21:55,09:25 07 Mar,11h 30m,1 stop,No info,12395,2019-03-06,6,3,2,690,1,21,9
Air India,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,20:25 07 May,23h 55m,1 stop,No info,10203,2019-05-06,6,5,0,1435,1,20,20
IndiGo,12/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049,2019-05-12,12,5,6,90,0,6,7
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 10 Jun,21h 35m,1 stop,No info,13401,2019-06-09,9,6,6,1295,1,20,18
Air India,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40 10 May,19h 40m,2 stops,No info,9968,2019-05-09,9,5,3,1180,2,12,7
Jet Airways,6/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,8040,2019-05-06,6,5,0,90,0,10,11
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,15:15,01:35 28 Mar,10h 20m,1 stop,No info,6427,2019-03-27,27,3,2,620,1,15,1
IndiGo,6/05/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 07 May,2h 20m,non-stop,No info,5277,2019-05-06,6,5,0,140,0,22,0
Jet Airways,1/04/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,2228,2019-04-01,1,4,0,85,0,2,4
Vistara,24/05/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,5613,2019-05-24,24,5,4,170,0,21,23
IndiGo,12/05/2019,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1 stop,No info,6669,2019-05-12,12,5,6,280,1,17,22
Vistara,15/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982,2019-05-15,15,5,2,140,0,17,20
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → PNQ → BLR,06:30,07:25 22 May,24h 55m,2 stops,In-flight meal not included,10118,2019-05-21,21,5,1,1495,2,6,7
IndiGo,15/03/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 16 Mar,2h 40m,non-stop,No info,4148,2019-03-15,15,3,4,160,0,21,0
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,No info,18371,2019-06-09,9,6,6,620,1,2,12
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,13587,2019-06-12,12,6,2,570,1,11,21
Air India,6/06/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 07 Jun,26h,2 stops,No info,12760,2019-06-06,6,6,3,1560,2,17,19
Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 07 Jun,18h 45m,2 stops,In-flight meal not included,10368,2019-06-06,6,6,3,1125,2,9,4
IndiGo,1/06/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,3175,2019-06-01,1,6,5,90,0,2,4
